field_type,Categorical,Location,Numeric,Numeric,Numeric,Numeric,Numeric
description,Area of sampling,Point in the SAFE landscape,Top canopy height,Top canopy height standard deviation,Gap fraction,Aboveground biomass,LiDAR ground coverage
levels,SAFE; Maliau,,,,,,
units,,,metres,metres,metres,grams2,ratio
method,,,LiDAR,LiDAR,LiDAR,LiDAR,LiDAR
field_name,Location,ID,tch,tch_sd,gf,agb,coverage
1102,Maliau,OG2_427,48.25582182,12.21213153,0.003828733,323.0698423,0.999874878
1103,Maliau,OG2_428,46.5093161,12.62056496,0.008032229,303.97062,1
1104,Maliau,OG2_429,43.19300403,14.08825274,0.010958219,268.9831551,1
1105,Maliau,OG2_430,42.18506771,15.8158281,0.024911833,258.6864619,1
1106,Maliau,OG2_431,40.67572656,17.25856199,0.029341138,243.5661348,0.999899945
1107,Maliau,OG2_432,39.26502259,19.02506036,0.099209723,229.7611787,0.996523783
1108,Maliau,OG2_433,27.73760871,17.76477609,0.159498611,129.3515759,0.955390428
1109,Maliau,OG2_434,24.50639464,15.03040554,0.179507069,105.4035566,0.948104592
1110,Maliau,OG2_435,49.09409796,12.4020593,0.007552832,332.3995756,0.999749906
1111,Maliau,OG2_436,38.35958439,13.42618561,0.012157294,221.0691277,1
1112,Maliau,OG2_437,47.30611078,16.96540713,0.019314969,312.6270707,0.999899922
1113,Maliau,OG2_438,42.62710638,13.06089591,0.015405777,263.182611,0.999974991
1114,Maliau,OG2_439,50.52100929,17.17367429,0.0127054,348.5208957,1
1115,Maliau,OG2_440,45.14568293,17.62489025,0.013910781,289.3797565,0.999949961
1116,Maliau,OG2_441,29.10476838,18.84968003,0.207900728,140.0593969,0.989492382
1117,Maliau,OG2_442,24.65743654,19.80574122,0.291879316,106.4795998,0.922645852
1118,Maliau,OG2_443,35.82469943,18.28988675,0.114048471,197.4454223,0.989520546
1119,Maliau,OG2_444,29.96534868,16.92775665,0.142081561,146.9710542,0.973605204
1120,Maliau,OG2_445,29.13631693,18.59509311,0.181479257,140.3104497,0.988640344
1121,Maliau,OG2_446,44.59327126,16.66499086,0.032003003,283.5499044,0.998273489
1122,Maliau,OG2_447,32.45021798,14.67642193,0.036622889,167.657978,0.999674797
1123,Maliau,OG2_720,26.75183568,16.0376138,0.129821402,121.8410014,0.959802892
1124,Maliau,OG2_721,43.3792002,16.76334263,0.025816135,270.9026054,0.999899937
1125,Maliau,OG2_722,34.69852,19.03907127,0.123720628,187.2909208,0.992868046
1126,Maliau,OG2_723,48.72630685,12.26299556,0.004626735,328.2932658,0.999749906
1127,Maliau,OG2_724,49.79586428,14.16898826,0.005979485,340.2904763,1
1128,Maliau,OG2_725,43.89787021,13.83878618,0.006980934,276.2778294,1
1129,Maliau,OG2_726,26.79950711,18.97658039,0.230915505,122.2001172,0.963645007
1130,Maliau,OG2_727,41.1861044,13.27700921,0.013685264,248.6387322,1
1131,Maliau,OG2_728,43.30758796,14.04974856,0.016485303,270.1637344,0.999974984
1132,Maliau,OG2_837,22.17669273,16.59421614,0.26126329,89.35974752,0.94206379
1133,Maliau,OG2_838,37.68906413,15.75274411,0.026797108,214.7178797,1
1134,Maliau,OG2_839,42.13202096,15.16701727,0.022184428,258.1489609,0.999974989
1135,Maliau,OG2_887,53.42754131,17.20187351,0.027156789,382.2842916,0.999949987
1136,Maliau,OG3_448,26.34325502,13.23380297,0.109618512,118.7802611,0.963402126
1137,Maliau,OG3_449,25.06152298,12.25108909,0.115175779,109.3795465,0.998874015
1138,Maliau,OG3_450,26.00581758,12.29568367,0.120802682,116.275715,0.999574638
1139,Maliau,OG3_451,33.17311574,15.01778125,0.05641449,173.8767832,0.99909937
1140,Maliau,OG3_452,22.25977748,12.96706903,0.186308839,89.91383852,0.99919964
1141,Maliau,OG3_453,25.86982484,11.20589024,0.095070158,115.2723117,1
1142,Maliau,OG3_454,35.47436065,10.95105514,0.022840417,194.2638188,1
1143,Maliau,OG3_455,24.2950649,11.46589705,0.132305845,103.9052712,0.99972478
1144,Maliau,OG3_456,37.24669784,8.272805775,0.008954253,210.5678722,1
1145,Maliau,OG3_457,30.91866491,12.42635241,0.051715079,154.7802307,0.999724787
1146,Maliau,OG3_458,32.85744286,13.45456134,0.052773748,171.1501703,1
1147,Maliau,OG3_459,32.56631502,12.36473298,0.026237463,168.650679,1
1148,Maliau,OG3_460,40.24205103,13.87565228,0.020638415,239.2883989,0.999949967
1149,Maliau,OG3_461,31.72279968,13.16931225,0.04748205,161.4909507,1
1150,Maliau,OG3_462,31.32825095,9.453910037,0.025094448,158.1842767,1
1151,Maliau,OG3_463,32.88507082,10.19187514,0.031347727,171.3881257,0.999874909
1152,Maliau,OG3_464,28.5359356,16.22114174,0.140333759,135.5633599,0.974605319
1153,Maliau,OG3_465,27.29345396,13.97364046,0.121027874,125.9456124,0.998874043
1154,Maliau,OG3_466,24.3098195,11.86184236,0.127467414,104.0096031,0.999574692
1155,Maliau,OG3_467,27.66284908,12.36715263,0.107995898,128.7757765,0.999649851
1156,Maliau,OG3_468,36.17733036,11.02596323,0.022267257,200.6684261,1
1157,Maliau,OG3_469,30.39912279,13.32384422,0.078785453,150.5045495,0.999849932
1158,Maliau,OG3_470,32.97748631,12.88962076,0.0338186,172.1850349,0.999974986
1159,Maliau,OG3_471,34.64372393,10.21539437,0.024813027,186.8022516,1
1160,Maliau,OG3_472,33.64141563,12.16308153,0.025020016,177.9530002,1
1161,Maliau,OG3_473,33.44941728,11.553696,0.015838066,176.2772787,1
1162,Maliau,OG3_474,30.78149119,12.5778061,0.053691107,153.6467357,0.999874962
1163,Maliau,OG3_729,32.3567985,12.38733432,0.033463385,166.8608659,1
1164,Maliau,OG3_730,36.43658879,12.24440591,0.025094448,203.0511488,1
1165,Maliau,OG3_731,28.00413289,13.60538744,0.096533787,131.4125957,0.981893663
1166,Maliau,OG3_732,27.21800961,13.2684391,0.09927694,125.3706454,0.998874127
1167,Maliau,OG3_733,26.14163204,13.32178237,0.127579737,117.2812285,0.999324578
1168,Maliau,OG3_734,24.4952027,11.75231515,0.137728296,105.3239956,0.999499625
1169,Maliau,OG3_735,36.23572633,9.420771549,0.01491081,201.2041464,1
1170,Maliau,OG3_736,32.84372231,12.52320229,0.038715486,171.0320459,0.99984994
1171,Maliau,OG3_737,32.84627756,8.442718573,0.007027284,171.0540423,1
1172,Maliau,OG3_840,36.1068977,10.20571841,0.006629807,200.0230331,1
1173,Maliau,OG3_841,22.65931565,12.39113506,0.159209704,92.59720812,0.999499812
1174,Maliau,OG3_842,33.98892465,12.12607433,0.040331257,181.0018895,1
1175,Maliau,OG3_888,33.65166054,11.11207102,0.03034852,178.0425916,1
1176,Maliau,OG5_896,38.08603262,14.65100031,0.022343433,218.4691816,1
